FIXEDDEPOSITID,INVESTMENTACCOUNTID,PRINCIPALAMOUNT,INTERESTRATE,MATURITYDATE,INTERESTPAYMENTFREQUENCY,MATURITYAMOUNT
2549,HRNL26374359260376,111635,8.6,YYYY-03-DD 05:03:SS,Monthly,8837566
2550,XWOQ53515211392860,955862,5.73,YYYY-40-DD 23:40:SS,Weekly,4038114
2551,PIXN90470840087590,255652,6.54,YYYY-46-DD 13:46:SS,Daily,5689191
2552,TZUA97720526573156,888454,5.44,YYYY-58-DD 01:58:SS,Monthly,888484
2553,BUOE40133554253521,481541,8.11,YYYY-17-DD 08:17:SS,Monthly,5570645
2554,NOGQ69892306236403,788513,5.28,YYYY-58-DD 03:58:SS,Half Yearly,2523767
2555,LCMK74397147466542,491970,5.32,YYYY-51-DD 18:51:SS,Weekly,5566387
2556,GICI31991362726874,502429,5.31,YYYY-20-DD 13:20:SS,Daily,3696117
2557,DQFZ39186443316615,212374,6.33,YYYY-13-DD 20:13:SS,Daily,1388235
2558,JIQB97290080129130,552533,7.91,YYYY-28-DD 04:28:SS,Half Yearly,5249297
2559,WENE11617854100691,246182,5.15,YYYY-49-DD 23:49:SS,Quarterly,9890909
2560,FQCO57026436230663,108838,8.9,YYYY-43-DD 04:43:SS,Quarterly,2767562
2561,DTDV10607008984856,305101,8.72,YYYY-53-DD 15:53:SS,Yearly,2612702
2562,WVNK66739411658332,253538,6.29,YYYY-47-DD 20:47:SS,Weekly,4427878
2563,DULN54280344823085,71272,8.3,YYYY-32-DD 23:32:SS,Daily,5339197
2564,IAHS39455782389637,979474,7.69,YYYY-12-DD 09:12:SS,Yearly,7944940
2565,JDVI71117723511727,572634,6.6,YYYY-07-DD 09:07:SS,Weekly,5520050
2566,TXWN29877609075903,610731,5.96,YYYY-50-DD 05:50:SS,Monthly,5579606
2567,MDKX37460780466990,999231,8.93,YYYY-56-DD 18:56:SS,Quarterly,3017183
2568,EUTM07630640114632,826475,8.38,YYYY-23-DD 21:23:SS,Monthly,5872837
2569,ZEFL57145849472861,326144,6.83,YYYY-17-DD 05:17:SS,Monthly,9787423
2570,GRSN08161503445442,869938,7.76,YYYY-21-DD 00:21:SS,Monthly,9689859
2571,HZCB38076384082586,61990,7.26,YYYY-52-DD 18:52:SS,Yearly,5804898
2572,HBLC30543172477434,486663,5.7,YYYY-34-DD 06:34:SS,Quarterly,5086254
2573,FOGJ89695148277989,243028,6.91,YYYY-09-DD 04:09:SS,Monthly,5683166
2574,TRUC44606792199526,832795,8.47,YYYY-59-DD 08:59:SS,Monthly,7810426
2575,DYRT85599953657030,249691,8.29,YYYY-26-DD 00:26:SS,Daily,4794452
2576,LXLP47840694431921,883060,7.23,YYYY-20-DD 19:20:SS,Daily,1185540
2577,ZPML09428988082045,430572,7.82,YYYY-47-DD 03:47:SS,Weekly,3463032
2578,IUJV08401881983616,613264,8.92,YYYY-58-DD 08:58:SS,Half Yearly,6443323
2579,EYKL31313130162358,575722,5.6,YYYY-33-DD 07:33:SS,Quarterly,2979770
2580,BBCH92077746222146,788045,8.79,YYYY-30-DD 08:30:SS,Weekly,6714164
2581,TTEX73715434446529,469119,6.19,YYYY-13-DD 08:13:SS,Monthly,5834465
2582,KKAX35138934664219,441991,5.6,YYYY-27-DD 19:27:SS,Yearly,4875167
2583,PLJP55785332474337,991957,7.74,YYYY-33-DD 14:33:SS,Quarterly,7395122
2584,MKOF54141677951128,534983,6.76,YYYY-24-DD 05:24:SS,Weekly,7804968
2585,UYOR62639856961419,394261,6.97,YYYY-43-DD 13:43:SS,Monthly,394264
2586,PFKA04163575981402,310891,5.1,YYYY-42-DD 03:42:SS,Daily,3932035
2587,XRYL57742726873399,314242,5.23,YYYY-43-DD 14:43:SS,Quarterly,8305982
2588,DHNY40651295539670,586770,8.74,YYYY-51-DD 02:51:SS,Quarterly,1729272
2589,CEHH85254485753172,869529,7.2,YYYY-39-DD 10:39:SS,Monthly,8776141
2590,WUKH83150629729780,539050,8.3,YYYY-45-DD 08:45:SS,Monthly,6883335
2591,RVCH54764483080106,636252,8.15,YYYY-55-DD 16:55:SS,Weekly,2423976
2592,VCFL01891833763057,690345,5.64,YYYY-01-DD 15:01:SS,Weekly,7888455
2593,GZMN44386639743520,773099,7.59,YYYY-57-DD 22:57:SS,Weekly,3065156
2594,BKJD12155927149542,448268,7.6,YYYY-33-DD 22:33:SS,Daily,1124085
2595,AONQ89489891275197,521680,6.3,YYYY-03-DD 06:03:SS,Half Yearly,7630627
2596,ZXFM55667283468310,725860,5.43,YYYY-53-DD 06:53:SS,Daily,5172303
2597,ZXYI99091851211074,930432,8.56,YYYY-07-DD 22:07:SS,Yearly,9826960
2598,UHHW98623009297373,533143,8.24,YYYY-29-DD 02:29:SS,Yearly,6146754
2599,NKNZ42242090052792,651573,6.2,YYYY-00-DD 05:00:SS,Weekly,7581672
2600,JOHP58681673007876,242404,6.37,YYYY-58-DD 02:58:SS,Half Yearly,2404371
2601,PCGN77579666762403,193462,8.26,YYYY-57-DD 18:57:SS,Half Yearly,2090663
2602,HDOK23227063824078,893456,5.36,YYYY-37-DD 17:37:SS,Daily,5943652
2603,GWIC51442925260879,113404,7.11,YYYY-07-DD 22:07:SS,Daily,5660132
2604,OAZV16490076393420,139798,5.6,YYYY-54-DD 23:54:SS,Quarterly,557372
2605,AOFT64243539679652,605441,7.43,YYYY-56-DD 09:56:SS,Monthly,9893669
2606,ZYGA49823956160821,27011,5.27,YYYY-45-DD 03:45:SS,Monthly,924922
2607,YGNV75392360029901,875615,8.38,YYYY-58-DD 21:58:SS,Weekly,3381286
2608,WBXF00348591606669,499240,8.26,YYYY-43-DD 06:43:SS,Quarterly,4008049
2609,KONW43529334745550,492654,8.6,YYYY-08-DD 14:08:SS,Daily,5164362
2610,MDKX37460780466990,918835,8.29,YYYY-45-DD 20:45:SS,Yearly,2504270
2611,OIXU36395038669112,467476,5.57,YYYY-44-DD 10:44:SS,Monthly,467486
2612,AHHG28862042177944,816528,7.48,YYYY-53-DD 01:53:SS,Quarterly,816541
2613,EMWJ49270625197952,41241,8.67,YYYY-26-DD 10:26:SS,Monthly,7323554
2614,NAIR17017909786045,850290,6.66,YYYY-10-DD 09:10:SS,Half Yearly,9017030
2615,NKQD97300122738992,975914,8.13,YYYY-25-DD 08:25:SS,Monthly,3583789
2616,GKDU56357354113910,911108,5.65,YYYY-43-DD 22:43:SS,Monthly,1743983
2617,ZBXA50256228481495,313862,5.94,YYYY-05-DD 00:05:SS,Monthly,1407145
2618,QDBS19217986527143,924998,5.28,YYYY-48-DD 14:48:SS,Half Yearly,3398030
2619,UMZM93407325425454,334564,7.97,YYYY-08-DD 17:08:SS,Yearly,3812522
2620,WJWM57402223857487,36379,5.3,YYYY-01-DD 22:01:SS,Half Yearly,133108
2621,SPMZ11164426050969,394870,7.38,YYYY-21-DD 01:21:SS,Weekly,2994457
2622,PFBY82147902408214,152456,6.85,YYYY-43-DD 00:43:SS,Daily,5907333
2623,SXHV40265796219425,426875,5.28,YYYY-45-DD 19:45:SS,Daily,4852356
2624,PLJP55785332474337,267365,8.74,YYYY-55-DD 05:55:SS,Yearly,6209000
2625,MSBT79471589841341,14494,6.52,YYYY-46-DD 15:46:SS,Quarterly,2308924
2626,CDQD86815964606004,527404,5.72,YYYY-35-DD 07:35:SS,Monthly,909566
2627,HASZ91557798589889,128360,7.89,YYYY-43-DD 21:43:SS,Half Yearly,7067844
2628,KKAX35138934664219,155105,6.61,YYYY-44-DD 14:44:SS,Quarterly,9071286
2629,BSMH85572384731420,566140,5.11,YYYY-48-DD 08:48:SS,Weekly,8215709
2630,FXQO83049188595008,868391,6.93,YYYY-21-DD 03:21:SS,Weekly,1894452
2631,JEPN11942531080108,89848,8.5,YYYY-14-DD 22:14:SS,Daily,9262653
2632,YTSQ20989378247689,673999,7.4,YYYY-39-DD 23:39:SS,Yearly,3698134
2633,YFGE51261586276921,64014,5.15,YYYY-51-DD 21:51:SS,Monthly,2902494
2634,MKPY16332117766519,964367,6.15,YYYY-01-DD 21:01:SS,Daily,964389
2635,RWRW95072922357100,498305,7.7,YYYY-52-DD 06:52:SS,Monthly,7419237
2636,UQAA91498901598519,988159,6.83,YYYY-58-DD 21:58:SS,Half Yearly,2902809
2637,QOFZ44708275999110,501290,6.86,YYYY-42-DD 08:42:SS,Yearly,8422526
2638,WPYE52827841937550,890474,6.46,YYYY-53-DD 04:53:SS,Yearly,2123429
2639,QNDH92107478432837,741777,7.93,YYYY-21-DD 12:21:SS,Yearly,6685308
2640,OPOM36300654863584,88953,6.71,YYYY-22-DD 04:22:SS,Monthly,3068830
2641,CKJG99779049702290,60326,5.66,YYYY-12-DD 07:12:SS,Yearly,779043
2642,JUDJ59012619616606,742471,5.62,YYYY-48-DD 19:48:SS,Daily,9907625
2643,YJDR45937392034585,143155,5.46,YYYY-13-DD 09:13:SS,Half Yearly,9031816
2644,VXWK51620205779873,251654,8.51,YYYY-12-DD 10:12:SS,Monthly,2286603
2645,LWPR22749146026855,396757,7.83,YYYY-28-DD 22:28:SS,Quarterly,2374761
2646,GZMN44386639743520,921561,8.87,YYYY-50-DD 13:50:SS,Daily,9284656
2647,BCTJ70098846823392,92860,5.18,YYYY-09-DD 11:09:SS,Yearly,9789562
2648,WPUM67358882715342,106459,5.3,YYYY-05-DD 10:05:SS,Weekly,2208187
2649,RWTY52231645047557,21223,5.31,YYYY-09-DD 13:09:SS,Yearly,7638914
2650,MRUC90297196180399,608577,5.42,YYYY-02-DD 01:02:SS,Quarterly,1804220
2651,MDYF44407502929399,246142,6.95,YYYY-36-DD 08:36:SS,Daily,4799343
2652,FQQD70565696705726,577305,6.45,YYYY-21-DD 02:21:SS,Monthly,2459139
2653,UJRQ13030267122913,592064,7.15,YYYY-35-DD 09:35:SS,Half Yearly,4660696
2654,SEHS53246667227670,47678,7.17,YYYY-19-DD 15:19:SS,Yearly,5238019
2655,JDVI71117723511727,119331,6.96,YYYY-47-DD 13:47:SS,Quarterly,3332150
2656,MSBT79471589841341,67247,5.83,YYYY-23-DD 02:23:SS,Yearly,649108
2657,QOKC03974330691294,67752,6.43,YYYY-06-DD 17:06:SS,Daily,7558675
2658,IUPQ04312511976719,231096,6.9,YYYY-35-DD 07:35:SS,Weekly,5475872
2659,QXLZ12985124368285,556752,6.52,YYYY-12-DD 12:12:SS,Yearly,556776
2660,SPVN28376882914829,233231,5.5,YYYY-50-DD 17:50:SS,Weekly,5341723
2661,MENP01269277485155,867663,5.48,YYYY-24-DD 05:24:SS,Monthly,867683
2662,SJFA13864290255508,425129,7.5,YYYY-58-DD 09:58:SS,Half Yearly,575242
2663,ONCL85095794162154,762678,5.16,YYYY-35-DD 16:35:SS,Monthly,1169598
2664,BCHW49786475015804,757895,8.8,YYYY-04-DD 17:04:SS,Weekly,8823381
2665,PPZT92520744612693,778025,8,YYYY-18-DD 11:18:SS,Daily,5412150
2666,GJOU45393775058985,735170,6.78,YYYY-48-DD 06:48:SS,Monthly,9620197
2667,IDBG89076491002727,11172,6.64,YYYY-01-DD 04:01:SS,Half Yearly,9035217
2668,ZGYC64117594920108,980516,7.34,YYYY-15-DD 06:15:SS,Yearly,2029354
2669,CTNZ69698752489756,703561,6.49,YYYY-30-DD 07:30:SS,Weekly,6497554
2670,QNCZ98241997977700,987658,8.28,YYYY-27-DD 10:27:SS,Weekly,9136495
2671,ZMSG46514882192902,600285,6.53,YYYY-11-DD 10:11:SS,Monthly,5031975
2672,BMGD81669254154106,911738,5.52,YYYY-47-DD 13:47:SS,Quarterly,6975363
2673,MUFX89709946509580,910748,6.31,YYYY-03-DD 02:03:SS,Yearly,8296828
2674,AZAP31089004631624,139017,5.81,YYYY-21-DD 12:21:SS,Monthly,4566176
2675,KKAX35138934664219,315399,5.4,YYYY-02-DD 08:02:SS,Yearly,789887
2676,NQQX02798433925922,346107,5.5,YYYY-48-DD 12:48:SS,Weekly,6099494
2677,LHSB01264070204974,426345,5.73,YYYY-27-DD 16:27:SS,Weekly,2524785
2678,FJHS39027277326425,812957,7.69,YYYY-50-DD 20:50:SS,Quarterly,5195884
2679,OKIY48826572372066,11479,7.1,YYYY-32-DD 00:32:SS,Daily,624149
2680,NNIJ10664130122024,314378,6.62,YYYY-37-DD 00:37:SS,Yearly,7333016
2681,HXHU13763447650140,177049,8.96,YYYY-41-DD 03:41:SS,Daily,510731
2682,MQJQ57633532489772,86630,6.91,YYYY-38-DD 17:38:SS,Yearly,3965851
2683,XMON45441099435655,424712,5.74,YYYY-24-DD 22:24:SS,Monthly,1050211
2684,QQLL10058145754829,918739,7.8,YYYY-23-DD 20:23:SS,Yearly,3673958
2685,DPGT11865555232744,604208,7.1,YYYY-05-DD 17:05:SS,Daily,3744746
2686,RGZR92445948987670,146447,6.5,YYYY-26-DD 22:26:SS,Yearly,7915669
2687,FDLQ40031881091381,362268,5.5,YYYY-10-DD 03:10:SS,Yearly,9859711
2688,RKPA21896138693405,241068,7.59,YYYY-40-DD 16:40:SS,Monthly,7669209
2689,JFBZ69534822070297,979300,5.6,YYYY-08-DD 03:08:SS,Yearly,4095277
2690,BWKS84730694946203,63663,6.66,YYYY-52-DD 00:52:SS,Yearly,7273729
2691,EZTW08853746970352,73831,7.59,YYYY-06-DD 00:06:SS,Yearly,822745
2692,FHSI52405760375434,431181,8.6,YYYY-29-DD 04:29:SS,Half Yearly,6150498
2693,PJRU85004250144084,972224,7.11,YYYY-43-DD 22:43:SS,Quarterly,6620537
2694,REHQ02715749303521,558157,8.14,YYYY-24-DD 01:24:SS,Quarterly,9763364
2695,OACT64490586658464,187776,6.86,YYYY-31-DD 13:31:SS,Weekly,2903782
2696,UQAA91498901598519,133039,6.49,YYYY-07-DD 15:07:SS,Daily,5023555
2697,VPZP65327517649103,768738,8.66,YYYY-39-DD 03:39:SS,Quarterly,933221
2698,NIKO56979355705615,129551,8.63,YYYY-33-DD 10:33:SS,Monthly,4122724
2699,PKKL00630120899165,846511,5.27,YYYY-31-DD 17:31:SS,Quarterly,3320744
2700,FPYC07002341548117,314875,5.52,YYYY-34-DD 10:34:SS,Daily,3366309
2701,HGBN11260318826028,130342,6.76,YYYY-35-DD 22:35:SS,Half Yearly,7266760
2702,IIDT65997333507765,147298,6.42,YYYY-35-DD 03:35:SS,Daily,8686914
2703,XXSK75852774097824,897736,5.86,YYYY-21-DD 19:21:SS,Weekly,9971898
2704,QLOX44542783475305,378268,6.91,YYYY-00-DD 22:00:SS,Weekly,1398159
2705,KNQT68469678183502,825509,8.95,YYYY-45-DD 19:45:SS,Yearly,4375182
2706,JGYP50789441821748,152481,6.25,YYYY-14-DD 16:14:SS,Quarterly,7333486
2707,ZRNK50961461969581,632028,6.2,YYYY-29-DD 16:29:SS,Half Yearly,8749906
2708,CHHW40198647110572,832354,6.45,YYYY-47-DD 06:47:SS,Weekly,4904406
2709,KZFV21796667587063,272151,7.47,YYYY-38-DD 19:38:SS,Monthly,3376535
2710,GICI31991362726874,303822,5.73,YYYY-46-DD 10:46:SS,Yearly,7156731
2711,IUVQ44718197030690,502351,8.57,YYYY-10-DD 21:10:SS,Yearly,1004101
2712,JGRE59230384080515,690881,7.86,YYYY-10-DD 22:10:SS,Weekly,6010779
2713,GNQV62324870084552,794525,6.12,YYYY-28-DD 08:28:SS,Half Yearly,5210004
2714,UXMT42175164159827,752528,6.75,YYYY-02-DD 15:02:SS,Yearly,808064
2715,WYOK52353174033220,309569,6.37,YYYY-25-DD 18:25:SS,Daily,8192383
2716,TTEX73715434446529,340005,8.74,YYYY-02-DD 03:02:SS,Half Yearly,6500494
2717,WUDJ25886340368532,437396,7.53,YYYY-14-DD 14:14:SS,Daily,4487213
2718,ABUT40633409519813,455299,5.67,YYYY-19-DD 22:19:SS,Yearly,455336
2719,OIXU36395038669112,669222,5.98,YYYY-47-DD 13:47:SS,Monthly,5175062
2720,DTDV10607008984856,713296,5.42,YYYY-22-DD 01:22:SS,Half Yearly,6509313
2721,LCLA51748397497480,305163,6.31,YYYY-42-DD 15:42:SS,Monthly,6745279
2722,KTDV32068042342186,946948,6.19,YYYY-37-DD 23:37:SS,Monthly,7282740
2723,OPMI66847405917916,127515,8.42,YYYY-50-DD 23:50:SS,Quarterly,472471
2724,NVDI90545785990699,159431,7.81,YYYY-26-DD 17:26:SS,Weekly,9503971
2725,JWSX77577319584073,461929,6.38,YYYY-49-DD 06:49:SS,Quarterly,4046168
2726,YBKT03599887344854,475243,5.82,YYYY-42-DD 16:42:SS,Half Yearly,8068211
2727,CDQD86815964606004,217168,7.36,YYYY-49-DD 21:49:SS,Daily,3089812
2728,ESAF57900148604572,251211,8.57,YYYY-02-DD 10:02:SS,Daily,1633465
2729,MDKX37460780466990,76427,7.41,YYYY-48-DD 23:48:SS,Half Yearly,332412
2730,VAYU39062677360229,312402,5.3,YYYY-41-DD 06:41:SS,Yearly,5886025
2731,DSYT91235407530131,307820,6.2,YYYY-32-DD 14:32:SS,Yearly,2461473
2732,MUKR00230002354732,328692,5.19,YYYY-54-DD 03:54:SS,Half Yearly,8909841
2733,ZNST76706044452054,987520,8.78,YYYY-37-DD 13:37:SS,Yearly,7188442
2734,NVKD07137094245592,892762,6.21,YYYY-46-DD 20:46:SS,Weekly,1996144
2735,ONNG39553047761791,831256,5.71,YYYY-51-DD 17:51:SS,Yearly,8031282
2736,BRMV29984667998394,408248,5.53,YYYY-41-DD 14:41:SS,Yearly,2905307
2737,AATL56921559480456,134241,6.77,YYYY-43-DD 15:43:SS,Monthly,3272911
2738,DYGG49123056872172,100539,7.15,YYYY-31-DD 23:31:SS,Monthly,5778417
2739,NJGU58339389545315,498814,8.34,YYYY-12-DD 20:12:SS,Quarterly,9775275
2740,QXZJ34200264597812,886730,7.51,YYYY-34-DD 08:34:SS,Monthly,4072829
2741,ZMSG46514882192902,707062,8.93,YYYY-35-DD 00:35:SS,Weekly,6476925
2742,VRUY54294892649285,832274,7.53,YYYY-36-DD 22:36:SS,Daily,9725174
2743,OOBQ12841522395870,342319,6.6,YYYY-05-DD 14:05:SS,Yearly,1441448
2744,GXDF04236285441565,550851,6.93,YYYY-30-DD 10:30:SS,Weekly,5792526
2745,IBCT66648702435420,645129,7.5,YYYY-17-DD 20:17:SS,Yearly,4566857
2746,HOCS65822419358818,462761,8.67,YYYY-31-DD 04:31:SS,Yearly,6012179
2747,SKZO12045958404781,90008,6.1,YYYY-54-DD 09:54:SS,Half Yearly,2508476
2748,OOBQ12841522395870,787332,5.4,YYYY-24-DD 06:24:SS,Half Yearly,6077686
2749,CWIV12460345974710,241652,8.42,YYYY-06-DD 18:06:SS,Daily,6098940
2750,MBFT53362451020824,109352,5.84,YYYY-16-DD 04:16:SS,Monthly,7188462
2751,BLWE48375404351568,618666,8.6,YYYY-48-DD 09:48:SS,Weekly,6634607
2752,JPXR38550764896743,615389,8.51,YYYY-58-DD 19:58:SS,Yearly,7658779
2753,ARJR07367863296218,661099,8.85,YYYY-50-DD 08:50:SS,Weekly,790054
2754,EYDD02411564872968,305670,7.75,YYYY-26-DD 01:26:SS,Yearly,6621515
2755,EHIB41838353390363,923396,5.84,YYYY-18-DD 10:18:SS,Daily,923428
2756,EGST33622667348323,433536,5.3,YYYY-02-DD 15:02:SS,Yearly,4895846
2757,PXJP04306564441133,856013,8.25,YYYY-58-DD 05:58:SS,Quarterly,9884662
2758,OQDX82145891622726,781968,6.93,YYYY-58-DD 23:58:SS,Half Yearly,2268562
2759,FBYV32573064233839,804787,7.82,YYYY-12-DD 07:12:SS,Yearly,804794
2760,RHUS81250046991621,403637,8.5,YYYY-13-DD 07:13:SS,Weekly,960194
2761,XSHW97441044258017,175007,6.7,YYYY-49-DD 03:49:SS,Weekly,5220031
2762,FHSI52405760375434,345678,5.14,YYYY-44-DD 12:44:SS,Weekly,5175166
2763,YKRY30152108896460,816201,8.8,YYYY-08-DD 18:08:SS,Weekly,6091541
2764,HWOQ75115312664283,486890,8.57,YYYY-52-DD 12:52:SS,Quarterly,1729311
2765,VYCT16189663828811,880545,8.77,YYYY-22-DD 18:22:SS,Monthly,1417728
2766,DDMF03377819497244,219001,6.83,YYYY-50-DD 18:50:SS,Yearly,8889232
2767,VDCC00976667956349,808480,5.12,YYYY-32-DD 01:32:SS,Yearly,4889929
2768,OYYW71907687224782,98405,5.47,YYYY-56-DD 01:56:SS,Quarterly,929055
2769,MSUP27949037367785,233783,7.35,YYYY-36-DD 18:36:SS,Weekly,7616960
2770,KLQX87693438020777,633173,6.93,YYYY-44-DD 12:44:SS,Yearly,3544345
2771,XNHJ74177595198259,401356,5.39,YYYY-12-DD 05:12:SS,Yearly,4077896
2772,RKXT45861188314452,635351,6.88,YYYY-31-DD 07:31:SS,Weekly,635362
2773,DDIL62112404103633,529797,7.63,YYYY-20-DD 15:20:SS,Quarterly,2026945
2774,UFQD36656382113195,545190,5.21,YYYY-03-DD 14:03:SS,Half Yearly,9687303
2775,EFLM13697090715522,517815,8.27,YYYY-09-DD 06:09:SS,Yearly,2031572
2776,XVDB18391946275948,262172,7.81,YYYY-32-DD 10:32:SS,Monthly,1323256
2777,SOWO33350834732945,846214,8.7,YYYY-00-DD 20:00:SS,Quarterly,8034705
2778,UCIU41485432317359,409151,6.98,YYYY-25-DD 13:25:SS,Weekly,2607184
2779,XNZZ27212282234953,785660,7.16,YYYY-01-DD 03:01:SS,Daily,6768208
2780,VIIO01728310625591,613401,5.47,YYYY-17-DD 07:17:SS,Weekly,5513796
2781,QLOX44542783475305,319680,8.22,YYYY-16-DD 15:16:SS,Monthly,6870110
2782,GKDU56357354113910,892325,8.26,YYYY-41-DD 20:41:SS,Half Yearly,4440445
2783,ABUX60263787062329,535032,5.58,YYYY-13-DD 01:13:SS,Quarterly,2188996
2784,YAWO26258768849536,495000,5.79,YYYY-43-DD 12:43:SS,Quarterly,8682755
2785,NIEI04541329022065,389304,7.25,YYYY-29-DD 07:29:SS,Half Yearly,713303
2786,JCJT89817258604250,605156,5.87,YYYY-03-DD 23:03:SS,Yearly,9393650
2787,IXSC95222038378496,30259,8,YYYY-43-DD 05:43:SS,Half Yearly,4786232
2788,LQDY22881446672908,425679,8.5,YYYY-27-DD 19:27:SS,Half Yearly,4622549
2789,FFJP31150885077759,723281,8.98,YYYY-57-DD 01:57:SS,Monthly,3629181
2790,TLUJ56570194854652,86002,6.3,YYYY-46-DD 15:46:SS,Daily,3942508
2791,VCID11986079899343,757466,8,YYYY-12-DD 12:12:SS,Daily,6184725
2792,OPMI66847405917916,954665,8.13,YYYY-59-DD 19:59:SS,Quarterly,968139
2793,OGNO66094440135402,701133,5.32,YYYY-16-DD 07:16:SS,Quarterly,4286371
2794,IDPW37346664535905,447352,6.45,YYYY-08-DD 14:08:SS,Half Yearly,8604365
2795,KEQM08750271390788,182941,6.27,YYYY-18-DD 04:18:SS,Half Yearly,8403187
2796,TCRQ94972897417084,613536,8.58,YYYY-47-DD 20:47:SS,Weekly,6921073
2797,IZFW36140666800131,446114,6.95,YYYY-07-DD 13:07:SS,Weekly,6507384
2798,MLDJ75847253804720,739767,8.26,YYYY-01-DD 17:01:SS,Quarterly,4903667
2799,YUKX17812749773388,712829,5.74,YYYY-41-DD 05:41:SS,Daily,6905109
2800,FBYV32573064233839,464499,8.24,YYYY-00-DD 13:00:SS,Monthly,9679331
2801,VFXP01319119265089,327066,7.15,YYYY-42-DD 05:42:SS,Yearly,8522364
2802,LJMD32307409951612,948176,8.57,YYYY-48-DD 13:48:SS,Daily,9210370
2803,VKBH25162496264299,85847,6.74,YYYY-35-DD 16:35:SS,Monthly,9707545
2804,BCTJ70098846823392,266596,6.8,YYYY-24-DD 17:24:SS,Monthly,4281026
2805,XPVR82690415363851,672685,5.66,YYYY-48-DD 06:48:SS,Quarterly,2411143
2806,EIFE10478073954482,34920,5.34,YYYY-19-DD 13:19:SS,Daily,6106639
2807,DKAK25650757788059,193344,7.6,YYYY-05-DD 15:05:SS,Daily,7921883
2808,BBGG78013420074621,272972,7.59,YYYY-57-DD 18:57:SS,Quarterly,5667891
2809,SEBH26551257523412,721081,7.35,YYYY-55-DD 05:55:SS,Daily,9226501
2810,GGEL84075348573494,66013,7.98,YYYY-12-DD 16:12:SS,Daily,3020780
2811,ZUJR50633456969011,539299,7.47,YYYY-32-DD 12:32:SS,Weekly,957289
2812,LPNT86483547425398,10879,8.73,YYYY-58-DD 21:58:SS,Monthly,2484638
2813,CXAS13658001863332,165613,6.47,YYYY-43-DD 04:43:SS,Daily,1092425
2814,QEJE87599488976144,397410,5.34,YYYY-15-DD 19:15:SS,Quarterly,7664061
2815,XZBR49321433838530,69622,8.94,YYYY-41-DD 08:41:SS,Monthly,3220079
2816,AEWQ12848509151800,727269,6.6,YYYY-40-DD 13:40:SS,Weekly,3880814
2817,YUFS30753629321595,495761,6.31,YYYY-21-DD 14:21:SS,Daily,6315222
2818,HOVE02766838191031,106282,7.59,YYYY-00-DD 03:00:SS,Weekly,746247
2819,VFXP01319119265089,289612,8.49,YYYY-53-DD 10:53:SS,Monthly,2813963
2820,MXKV57406854642246,712398,7.19,YYYY-30-DD 06:30:SS,Daily,8277975
2821,VUDY55687551491112,795659,7.44,YYYY-18-DD 13:18:SS,Weekly,8881156
2822,VXWK51620205779873,14407,7.42,YYYY-36-DD 10:36:SS,Daily,6855853
2823,WGGL29768771249685,67517,6.86,YYYY-46-DD 08:46:SS,Weekly,8560462
2824,ZQCU27108759779095,590978,8.17,YYYY-58-DD 05:58:SS,Weekly,1516320
2825,DULN54280344823085,11179,6.63,YYYY-51-DD 21:51:SS,Quarterly,5184259
2826,RMSW88668428679429,241610,6.37,YYYY-05-DD 10:05:SS,Quarterly,794474
2827,GSXP75911352237855,367227,5.98,YYYY-21-DD 16:21:SS,Yearly,1301978
2828,LHDJ09303062102728,296168,5.33,YYYY-20-DD 06:20:SS,Half Yearly,7507101
2829,JGRE59230384080515,185965,6.47,YYYY-56-DD 21:56:SS,Daily,3072513
2830,AUXJ88555341932083,833164,5.1,YYYY-03-DD 14:03:SS,Quarterly,9581139
2831,EOBQ12591845300285,546206,8.4,YYYY-22-DD 10:22:SS,Weekly,7061096
2832,SXKL10326058990825,859425,8.8,YYYY-38-DD 04:38:SS,Monthly,977825
2833,SFXY79814475587314,454198,6.59,YYYY-56-DD 02:56:SS,Daily,8840932
2834,JVUW01655079512116,834168,6.81,YYYY-21-DD 23:21:SS,Yearly,9201248
2835,RAGX38342334126833,537268,8.77,YYYY-19-DD 03:19:SS,Daily,6227933
2836,GLVY43290233349713,685429,5.31,YYYY-19-DD 13:19:SS,Half Yearly,1562833
2837,YEXQ60810807416243,968959,8.55,YYYY-41-DD 22:41:SS,Weekly,9403476
2838,CJEK65505144779819,480062,5.26,YYYY-02-DD 08:02:SS,Monthly,3406544
2839,EGQQ65154052711331,999443,7.41,YYYY-42-DD 23:42:SS,Daily,7884793
2840,WGZM39492221113474,704774,7.74,YYYY-35-DD 00:35:SS,Half Yearly,2246120
2841,WJXS50539910807986,750649,6.5,YYYY-05-DD 13:05:SS,Quarterly,1078158
2842,CGFU82136735742795,489478,6.69,YYYY-32-DD 12:32:SS,Monthly,1710692
2843,IATP88057389804439,414111,7.12,YYYY-21-DD 13:21:SS,Daily,7464702
2844,FLTC03420681163981,120421,6.37,YYYY-00-DD 10:00:SS,Quarterly,4870152
2845,ZEHM12667387432613,472923,8.15,YYYY-54-DD 02:54:SS,Daily,3351732
2846,CHHW40198647110572,874964,5.3,YYYY-00-DD 05:00:SS,Monthly,5569156
2847,SINW47312102075498,739872,6.9,YYYY-10-DD 13:10:SS,Half Yearly,8661460
2848,VQGQ45136045661425,859917,7.67,YYYY-55-DD 15:55:SS,Yearly,9016266
2849,SDPY95268952018655,733367,5.74,YYYY-20-DD 09:20:SS,Yearly,2437231
